count_point_id,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles
73853,9,"South East",142,Oxfordshire,M40,Major,"LA Boundary","LA Boundary",448200,236960,52.02896500,-1.29886790,4.40,2.73
73852,9,"South East",142,Oxfordshire,M40,Major,11,"LA Boundary",447356,241240,52.06751500,-1.31057700,1.20,0.75
73186,9,"South East",142,Oxfordshire,A4155,Major,A4130,"LA Boundary",476057,183206,51.54263600,-0.90466608,1.70,1.06
73183,9,"South East",142,Oxfordshire,A418,Major,A4129,"LA Boundary",470758,206965,51.75691300,-0.97626405,0.40,0.25
73182,9,"South East",142,Oxfordshire,A418,Major,"LA Boundary",A4129,470512,206790,51.75537100,-0.97986292,0.20,0.12
73180,9,"South East",142,Oxfordshire,M40,Major,9,"LA Boundary",456860,217500,51.85320400,-1.17586750,5.70,3.54
73179,9,"South East",142,Oxfordshire,M40,Major,8,"LA Boundary",461800,207000,51.75828600,-1.10602250,4.90,3.04
70366,9,"South East",142,Oxfordshire,A421,Major,"LA Boundary",A4421,460827,233268,51.99453700,-1.11549760,4.60,2.86
70010,9,"South East",142,Oxfordshire,A4095,Major,A4095,A4421,458000,224420,51.91529700,-1.15815700,3.40,2.11
58315,9,"South East",142,Oxfordshire,A34,Major,B430,M40,455060,219000,51.86686900,-1.20175990,2.10,1.30
58108,9,"South East",142,Oxfordshire,A4130,Major,"Hart St","New St",476073,182836,51.53930800,-0.90451527,0.20,0.12
57791,9,"South East",142,Oxfordshire,A44,Major,"High St",A3400,432000,227400,51.94418500,-1.53587080,2.20,1.37
57765,9,"South East",142,Oxfordshire,A4155,Major,B478,"Mill Lane, Henley",476855,180427,51.51754600,-0.89376693,7.00,4.35
57761,9,"South East",142,Oxfordshire,A4142,Major,A423,A4158,453152,202904,51.72234800,-1.23192890,0.90,0.56
57634,9,"South East",142,Oxfordshire,A415,Major,"A415 Stratton Way","A415 Stert St",449633,197064,51.67016500,-1.28369740,0.30,0.19
57140,9,"South East",142,Oxfordshire,A4074,Major,A329,A415,459425,192923,51.63198800,-1.14282160,4.30,2.67
57132,9,"South East",142,Oxfordshire,A4421,Major,"Thompson Drive, Bicester","LA Boundary",460208,226773,51.93621600,-1.12564850,8.60,5.34
57082,9,"South East",142,Oxfordshire,A417,Major,A4130,"LA Boundary",449921,188357,51.59185900,-1.28077190,13.60,8.45
57065,9,"South East",142,Oxfordshire,A423,Major,A422,"LA Boundary",444579,246883,52.11847500,-1.35034930,7.50,4.66
57031,9,"South East",142,Oxfordshire,A420,Major,"Speedwell St","Longwall St",451400,206000,51.75034500,-1.25683370,1.00,0.62
57014,9,"South East",142,Oxfordshire,A44,Major,"High St",A44,432550,228100,51.95044600,-1.52780360,1.60,0.99
56748,9,"South East",142,Oxfordshire,A415,Major,A338,A34,445000,196600,51.66638300,-1.35074610,3.90,2.42
56442,9,"South East",142,Oxfordshire,A40,Major,A361,"B4047 roundabout",428000,210400,51.79155800,-1.59543400,4.30,2.67
56401,9,"South East",142,Oxfordshire,A361,Major,B4100,B4100,445370,240600,52.06192700,-1.33963180,0.80,0.50
56381,9,"South East",142,Oxfordshire,A40,Major,A4165,A420,451673,209882,51.78522000,-1.25230320,6.10,3.79
56368,9,"South East",142,Oxfordshire,A3400,Major,A44,"LA Boundary",431400,230338,51.97063300,-1.54433180,3.90,2.42
56366,9,"South East",142,Oxfordshire,A34,Major,A415,"A 4130",447178,193980,51.64264900,-1.31960950,5.90,3.67
56362,9,"South East",142,Oxfordshire,A44,Major,B4022,A4095,445013,216397,51.84436700,-1.34800100,12.10,7.52
56030,9,"South East",142,Oxfordshire,M40,Major,7,6,465697,203076,51.72256700,-1.05030930,9.20,5.72
48791,9,"South East",142,Oxfordshire,A43,Major,"M 40 J 10","LA Boundary",455089,229651,51.96261800,-1.19963870,6.30,3.91
48709,9,"South East",142,Oxfordshire,A40,Major,"M40 spur/A40",M40,462230,205010,51.74034900,-1.10014880,1.30,0.81
48693,9,"South East",142,Oxfordshire,A4260,Major,A44,"A4165 roundabout",449800,212190,51.80613900,-1.27912290,1.50,0.93
48499,9,"South East",142,Oxfordshire,A4130,Major,"A4130 Thames Side","LA Boundary",476340,182640,51.53751000,-0.90070866,0.10,0.06
48498,9,"South East",142,Oxfordshire,A417,Major,"A4130 Rowstock","Charlton Village Road",444958,189211,51.59995400,-1.35229980,7.20,4.47
48137,9,"South East",142,Oxfordshire,A4155,Major,"LA Boundary",B478,473644,175667,51.47518100,-0.94102672,1.00,0.62
47933,9,"South East",142,Oxfordshire,M40,Major,8,7,465125,203337,51.72498000,-1.05854010,1.50,0.93
47726,9,"South East",142,Oxfordshire,A4185,Major,"A34 bridge",A417,448250,187350,51.58295100,-1.30502940,3.40,2.11
47709,9,"South East",142,Oxfordshire,A4129,Major,"LA Boundary",A418,472000,205900,51.74718100,-0.95849341,3.50,2.17
47696,9,"South East",142,Oxfordshire,A4095,Major,"A4260 Bunkers hill","B 430 North of weston on the Green",449980,219910,51.87552800,-1.27539950,9.10,5.65
47691,9,"South East",142,Oxfordshire,A4074,Major,"LA Boundary",A4130,464320,182782,51.54028200,-1.07396280,14.70,9.13
47139,9,"South East",142,Oxfordshire,A4165,Major,A40(T),A4144,450460,210000,51.78639100,-1.26986930,3.50,2.17
47138,9,"South East",142,Oxfordshire,A4260,Major,"B4100 Junction Adderbury","B 4031 Junction Deddington",447200,234800,52.00963200,-1.31373940,4.30,2.67
47125,9,"South East",142,Oxfordshire,A420,Major,"Longwall St","A4158 Iffley Road roundabout",452000,206200,51.75208800,-1.24811320,0.40,0.25
47112,9,"South East",142,Oxfordshire,A415,Major,B4015,A4074,455098,195894,51.65913800,-1.20486460,2.50,1.55
47111,9,"South East",142,Oxfordshire,A415,Major,A40,A420,440545,199981,51.69711900,-1.41476520,12.70,7.89
47015,9,"South East",142,Oxfordshire,A361,Major,A424,A44,429300,220026,51.87803600,-1.57577410,17.00,10.56
46967,9,"South East",142,Oxfordshire,A338,Major,"Oxford Lane","A417 North of Wantage",440730,190240,51.60952811,-1.41322012,3.00,1.86
46956,9,"South East",142,Oxfordshire,A329,Major,"LA Boundary",A4130,460218,186518,51.57432200,-1.13246340,5.80,3.60
46476,9,"South East",142,Oxfordshire,A44,Major,"LA Boundary/ A436","A361 New Street",429150,227350,51.94389100,-1.57733570,5.10,3.17
46441,9,"South East",142,Oxfordshire,A40,Major,B4022,B4449,443510,210100,51.78787300,-1.37060590,5.80,3.60
46440,9,"South East",142,Oxfordshire,A40,Major,A418,M40/A329,464220,204000,51.73104500,-1.07151850,2.50,1.55
46370,9,"South East",142,Oxfordshire,A34,Major,"A420 Botley","road to North Hinksey Lane",449415,205371,51.74486800,-1.28567460,2.70,1.68
46369,9,"South East",142,Oxfordshire,A44,Major,"A44 London Rd",B4030,435000,225960,51.93105800,-1.49237450,4.70,2.92
38741,9,"South East",142,Oxfordshire,A422,Major,"B4100 Warwick Rd",A423,444950,241570,52.07068100,-1.34563020,1.40,0.87
38728,9,"South East",142,Oxfordshire,M40,Major,"8 / A418","M40 spur",462800,204700,51.73749800,-1.09195070,1.70,1.06
38712,9,"South East",142,Oxfordshire,A44,Major,A34(T),A4260,449250,211000,51.79548900,-1.28726790,0.40,0.25
38640,9,"South East",142,Oxfordshire,A338,Major,A415,A415,444200,197050,51.67049200,-1.36225570,0.10,0.06
38618,9,"South East",142,Oxfordshire,A361,Major,A422,"Castle St",445309,241236,52.06765000,-1.34043730,1.10,0.68
38516,9,"South East",142,Oxfordshire,A4130,Major,"Bell St","Hart  St",476200,182830,51.53923700,-0.90268574,0.40,0.25
38515,9,"South East",142,Oxfordshire,A4130,Major,"B4016 Broadway",A329,459400,189010,51.59681200,-1.14384470,9.40,5.84
38144,9,"South East",142,Oxfordshire,A420,Major,"LA Boundary","A 417 Junction SOUTH Faringdon",423429,189499,51.60384600,-1.66310420,11.70,7.27
37968,9,"South East",142,Oxfordshire,A420,Major,"Botley Road","Thames St/Speedwell St",450800,205902,51.74951800,-1.26553860,0.80,0.50
37772,9,"South East",142,Oxfordshire,A4183,Major,"Twelve Acre Drive roundabout",A34,450640,199850,51.69512300,-1.26873410,1.00,0.62
37762,9,"South East",142,Oxfordshire,A4144,Major,A423,"Thames Street",451600,204950,51.74088700,-1.25409220,2.20,1.37
37163,9,"South East",142,Oxfordshire,A4130,Major,"A4074 Junction  Wallingford","B 481 Junction Nettlebed",469760,186800,51.57575900,-0.99473998,8.70,5.41
37162,9,"South East",142,Oxfordshire,A4074,Major,B4015,"slip to Grenoble Rd",455274,199226,51.68907700,-1.20179420,4.90,3.04
37161,9,"South East",142,Oxfordshire,A4260,Major,A4095,"Langford Lane",448382,214872,51.83037500,-1.29931360,3.40,2.11
37147,9,"South East",142,Oxfordshire,A420,Major,A417,A417,429964,195191,51.65471500,-1.56826260,0.80,0.50
37143,9,"South East",142,Oxfordshire,A418,Major,A329,A40,466000,205310,51.74261500,-1.04550060,6.10,3.79
37138,9,"South East",142,Oxfordshire,A417,Major,"LA Boundary","A417 Gloucester St",425500,196980,51.67101900,-1.63265910,8.00,4.97
37133,9,"South East",142,Oxfordshire,A415,Major,A34(T),"A415 Stratton Way",447994,196868,51.66854500,-1.30742260,1.90,1.18
37036,9,"South East",142,Oxfordshire,A361,Major,B4022,B4031,439150,231570,51.98121800,-1.43138330,0.80,0.50
36980,9,"South East",142,Oxfordshire,A329,Major,B480,M40,461500,200400,51.69898500,-1.11153220,7.50,4.66
36442,9,"South East",142,Oxfordshire,A40,Major,A4144,A4165,450100,210200,51.78822200,-1.27505900,0.80,0.50
36369,9,"South East",142,Oxfordshire,A44,Major,"A 4095 BLADON","A4260 Rnbt WEST OF PEARTREE",446100,215470,51.83594400,-1.33234660,5.90,3.67
36040,9,"South East",142,Oxfordshire,M40,Major,6,"LA Boundary",473700,196400,51.66155900,-0.93587883,2.90,1.80
28774,9,"South East",142,Oxfordshire,M40,Major,"LA Boundary",11,445573,243636,52.08920400,-1.33626650,6.30,3.91
28756,9,"South East",142,Oxfordshire,A34,Major,"A44 PEARREE  INTERCHANGE","B 430  WESTON ON THE GREEN",451730,215400,51.83482300,-1.25065500,8.60,5.34
28458,9,"South East",142,Oxfordshire,A4130,Major,"A4130 Thames Side",A4155,476200,182660,51.53770900,-0.90272249,0.20,0.12
28457,9,"South East",142,Oxfordshire,A4260,Major,A4095,A4095,447170,217350,51.85275700,-1.31656290,0.20,0.12
28264,9,"South East",142,Oxfordshire,A415,Major,A4183,"A415 Bridge St/High St",449806,197140,51.67083300,-1.28118520,0.30,0.19
27902,9,"South East",142,Oxfordshire,A417,Major,"A417 Gravel Walk/Marlborough St",A420,428800,194950,51.65260800,-1.58510780,1.30,0.81
27721,9,"South East",142,Oxfordshire,A44,Major,"A 40","A34 PEARTREE",449605,210350,51.78961400,-1.28221350,1.00,0.62
27716,9,"South East",142,Oxfordshire,A4130,Major,"A34 Milton",A417,447820,190000,51.60681300,-1.31087450,3.00,1.86
27700,9,"South East",142,Oxfordshire,A4095,Major,A44,A4260,446000,215782,51.83875700,-1.33375650,2.10,1.30
27138,9,"South East",142,Oxfordshire,A424,Major,A361,"LA Boundary",424785,214987,51.83295000,-1.64172020,7.80,4.85
27135,9,"South East",142,Oxfordshire,A4144,Major,"Hythe Bridge St/Wocester St","A4165 St Giles",451010,206510,51.75496500,-1.26240790,0.80,0.50
27134,9,"South East",142,Oxfordshire,A4260,Major,B4030,B4031,446790,229700,51.96381800,-1.32040650,6.90,4.29
27122,9,"South East",142,Oxfordshire,A420,Major,"A415 Rnbt Kingston Bagpuize","A417 Junction FARINGDON",440590,198690,51.68550800,-1.41426400,12.20,7.58
27121,9,"South East",142,Oxfordshire,A420,Major,A34(T),"Hollybush Row",449937,206209,51.75235600,-1.27799450,2.40,1.49
27106,9,"South East",142,Oxfordshire,A415,Major,"A420 Kingston Bagpuize",A338,443592,197192,51.67181600,-1.37102920,4.20,2.61
27010,9,"South East",142,Oxfordshire,A44,Major,"New St","London Rd",431400,227210,51.94251000,-1.54461660,0.30,0.19
26642,9,"South East",142,Oxfordshire,A40,Major,"A329 MILTON COMMON","LA Boundary",470540,200000,51.69432800,-0.98083055,12.00,7.46
26440,9,"South East",142,Oxfordshire,A40,Major,"LA Boundary","A361  Roundabout  BURFORD",423478,212151,51.80750800,-1.66087860,3.00,1.86
26439,9,"South East",142,Oxfordshire,A40,Major,"A415 WITNEY","B4022  Junction WITNEY",436000,208660,51.77545800,-1.47962740,3.30,2.05
26438,9,"South East",142,Oxfordshire,A40,Major,"A4142 Oxford Green Road Rnbt",A418,459690,206042,51.74990200,-1.13675330,6.80,4.23
26365,9,"South East",142,Oxfordshire,A34,Major,A4183,A423,451513,201497,51.70985100,-1.25586180,3.60,2.24
26364,9,"South East",142,Oxfordshire,A44,Major,B4030,B4022,437940,224000,51.91324500,-1.44983300,1.20,0.75
18642,9,"South East",142,Oxfordshire,A422,Major,M40,"LA Boundary",447381,241781,52.07237600,-1.31013750,0.80,0.50
18628,9,"South East",142,Oxfordshire,M40,Major,10,9,454870,221080,51.88558700,-1.20418910,9.00,5.59
18516,9,"South East",142,Oxfordshire,A422,Major,A4260,"Wildmere Rd",446600,241743,52.07210100,-1.32153630,0.80,0.50
18225,9,"South East",142,Oxfordshire,A417,Major,A338,A338,440000,187880,51.58836000,-1.42402970,0.30,0.19
18220,9,"South East",142,Oxfordshire,M40,Major,8,A40,462000,204847,51.73890900,-1.10350840,2.50,1.55
17629,9,"South East",142,Oxfordshire,A4158,Major,A4142,A420,452770,205000,51.74122700,-1.23714140,3.20,1.99
17621,9,"South East",142,Oxfordshire,A423,Major,"Abingdon Rd",A4144,451900,203500,51.72782470,-1.24996351,0.50,0.31
17603,9,"South East",142,Oxfordshire,A4095,Major,A417,"Deer Park Rd, Witney",428500,200000,51.69802800,-1.58903350,17.50,10.87
17602,9,"South East",142,Oxfordshire,A4095,Major,B430,B4030,453627,222153,51.89535400,-1.22208060,3.90,2.42
17067,9,"South East",142,Oxfordshire,A4074,Major,A415,B4015,456000,197648,51.67481800,-1.19154550,2.10,1.30
17066,9,"South East",142,Oxfordshire,A4165,Major,A4260,"Jordan Hill",450000,212000,51.80441300,-1.27624980,1.70,1.06
17052,9,"South East",142,Oxfordshire,A420,Major,"A415 Junction Kingston Bagpuize","A 338 Junction",443985,199680,51.69415400,-1.36503390,5.10,3.17
17051,9,"South East",142,Oxfordshire,A420,Major,"The Plain","A420 London Rd",455000,207310,51.76178100,-1.20448330,3.60,2.24
17044,9,"South East",142,Oxfordshire,A417,Major,A420(T),"Warmans Close",430035,195200,51.65479200,-1.56723560,12.20,7.58
17038,9,"South East",142,Oxfordshire,A415,Major,"Abingdon Stert St","B 4015 Clifton Hampden",450000,196800,51.66775900,-1.27842870,6.20,3.85
17037,9,"South East",142,Oxfordshire,A4095,Major,A415,B4022,434540,210000,51.78759700,-1.50065450,2.30,1.43
16942,9,"South East",142,Oxfordshire,A361,Major,A3400,"B 4022",435800,230000,51.96732900,-1.48032050,6.70,4.16
16895,9,"South East",142,Oxfordshire,A338,Major,A415,A420,445000,200000,51.69695100,-1.35030890,3.80,2.36
16883,9,"South East",142,Oxfordshire,A329,Major,M40,A418,469200,205500,51.74393800,-0.99912358,4.90,3.04
16428,9,"South East",142,Oxfordshire,A41,Major,"LA Boundary",B4100,460000,220570,51.88047500,-1.12975170,5.40,3.36
16427,9,"South East",142,Oxfordshire,A4260,Major,"B4100 Adderbury","Weeping Cross, Banbury",447000,237350,52.03257400,-1.31630380,2.20,1.37
16409,9,"South East",142,Oxfordshire,A40,Major,B4449,A44,444000,210190,51.78864400,-1.36349110,6.30,3.91
16336,9,"South East",142,Oxfordshire,A34,Major,"A4130 Milton","A4185 Chilton",449730,190000,51.60664800,-1.28329640,6.20,3.85
16335,9,"South East",142,Oxfordshire,A34,Major,"A44 Peartree","A 420 Junction, Botley",448089,208987,51.77749200,-1.30437960,4.90,3.04
16334,9,"South East",142,Oxfordshire,A44,Major,A44,A361,433597,227242,51.94267000,-1.51265380,1.40,0.87
8660,9,"South East",142,Oxfordshire,A41,Major,B4100,B4030,458210,221710,51.89091300,-1.15556100,1.50,0.93
8659,9,"South East",142,Oxfordshire,A422,Major,B4100,B4100,444000,241272,52.06807800,-1.35952730,1.00,0.62
8596,9,"South East",142,Oxfordshire,A4074,Major,"A4130 Crowmarsh gifford Rnbt","B 4009 Junction BENSON",462000,190000,51.60543300,-1.10613890,4.80,2.98
8430,9,"South East",142,Oxfordshire,A4130,Major,"A4130 / A4155 Rnbt","New St / Bell St Junction",476080,182950,51.54033200,-0.90438975,0.20,0.12
8236,9,"South East",142,Oxfordshire,A415,Major,"A415 Ock St",A4183,449600,197255,51.67188500,-1.28414750,0.40,0.25
8060,9,"South East",142,Oxfordshire,A4130,Major,"A34 Milton Heights",B4493,450000,191345,51.61871600,-1.27920650,3.50,2.17
7879,9,"South East",142,Oxfordshire,A418,Major,A329,"LA Boundary",469233,205843,51.74701700,-0.99857753,1.30,0.81
7878,9,"South East",142,Oxfordshire,A415,Major,A4095,A40,435030,209000,51.77857600,-1.49365160,1.30,0.81
7658,9,"South East",142,Oxfordshire,A4144,Major,A4165,A40(T),450000,209775,51.78441000,-1.27656980,3.80,2.36
7657,9,"South East",142,Oxfordshire,A4142,Major,A4158,"Horspath Driftway",455000,203440,51.72698900,-1.20509400,3.30,2.05
7637,9,"South East",142,Oxfordshire,A4095,Major,"Early Rd, Witney",A44,440000,213400,51.81780300,-1.42111030,11.50,7.15
7106,9,"South East",142,Oxfordshire,A423,Major,"A4142 / A4074 Heyford hill",A4144,452760,203000,51.72324800,-1.23758880,1.50,0.93
7105,9,"South East",142,Oxfordshire,A4260,Major,A4095,B4030,446260,220000,51.87665700,-1.32941980,7.90,4.91
7098,9,"South East",142,Oxfordshire,A41,Major,"M40 Junction 9","BICESTER BP",455627,219558,51.87183000,-1.19343650,3.70,2.30
7091,9,"South East",142,Oxfordshire,A420,Major,"A338 Tobney Wood","A34 Botley",446520,204200,51.73458700,-1.32775870,7.80,4.85
6977,9,"South East",142,Oxfordshire,A361,Major,A40(T),A424,425100,212000,51.80608000,-1.63736450,1.00,0.62
6976,9,"South East",142,Oxfordshire,A361,Major,B4031,"Waller Drive, Banbury",440210,232955,51.99359400,-1.41578860,9.40,5.84
6925,9,"South East",142,Oxfordshire,A329,Major,A4074,B480,460000,195360,51.65383700,-1.13409780,7.10,4.41
6434,9,"South East",142,Oxfordshire,A40,Major,B4047,A415,430000,209710,51.78525100,-1.56649650,6.60,4.10
6363,9,"South East",142,Oxfordshire,A34,Major,A415,A4183,450120,200000,51.69651800,-1.27623530,4.60,2.86
